DA_OA	DM_AF	DM_OA	JO_OF	JO_OA	KJ_OF	KJ_OA
-0.011575	-0.010816	-0.01248	-0.009424	-0.010357	-0.009519	-0.006867
-0.011733	-0.012609	-0.012415	-0.011182	-0.0122	        -0.008625	-0.01024
-0.011521	-0.014312	-0.008712	-0.012022	-0.01314	-0.012438	-0.017858
-0.011684	-0.016769	-0.011738	-0.006959	-0.012963	-0.006398	-0.011174
-0.011814	-0.010753	-0.01043	-0.007629	-0.010481	-0.014063	-0.008664
-0.011794	-0.009232	-0.012638	-0.011433	-0.00962	-0.005557	-0.007697
-0.011574	-0.013987	-0.010413	-0.008559	-0.012675	-0.009777	-0.013198
-0.011785	-0.010083	-0.013305	-0.004563	-0.00789	-0.017391	-0.009632
-0.011981	-0.009629	-0.012341	-0.008757	-0.009916	-0.011134	-0.014094
-0.01208	-0.010033	-0.012788	-0.007861	-0.011705	-0.011219	-0.012232
-0.011755	-0.013475	-0.007457	-0.013627	-0.01301	-0.004873	-0.00813
-0.011783	-0.008375	-0.008726	-0.009169	-0.011336	-0.009981	-0.011757
-0.011754	-0.011845	-0.010829	-0.011789	-0.009926	-0.012122	-0.00936
-0.011555	-0.011659	-0.005135	-0.009232	-0.013791	-0.011128	-0.009342
-0.011401	-0.013434	-0.012014	-0.012491	-0.006931	-0.010251	-0.01083
-0.011406	-0.012294	-0.010007	-0.007451	-0.011003	-0.010989	-0.012584
-0.011232	-0.008621	-0.01119	-0.009324	-0.009161	-0.007406	-0.010002
-0.011325	-0.010451	-0.01252	-0.011856	-0.014725	-0.012495	-0.007179
-0.011471	-0.012648	-0.01051	-0.010182	-0.012325	-0.011489	-0.010997
-0.011359	-0.004143	-0.015496	-0.00943	-0.014328	-0.008387	-0.01149
-0.011152	-0.010072	-0.011705	-0.015669	-0.010487	-0.010762	-0.009789
-0.011257	-0.011604	-0.010448	-0.006585	-0.010686	-0.009877	-0.017407
-0.011328	-0.005841	-0.013369	-0.009079	-0.011725	-0.011888	-0.012776
-0.011083	-0.009364	-0.009437	-0.014348	-0.006879	-0.012601	-0.006388
-0.011194	-0.008688	-0.01081	-0.008282	-0.010504	-0.01117	-0.011063
-0.011113	-0.013064	-0.009315	-0.004997	-0.009581	-0.010484	-0.013128
-0.011216	-0.009249	-0.013259	-0.0178	        -0.014019	-0.011264	-0.009763
-0.011332	-0.010837	-0.0102	        -0.009519	-0.012545	-0.012543	-0.015931
-0.011303	-0.008588	-0.007331	-0.007701	-0.007324	-0.008863	-0.011231
-0.011244	-0.014339	-0.012461	-0.010032	-0.012319	-0.010662	-0.007232
-0.011306	-0.00847	-0.01186	-0.014042	-0.01184	-0.011832	-0.010604
-0.011263	-0.010432	-0.013969	-0.010711	-0.011909	-0.01418	-0.013973
-0.011406	-0.012941	-0.010671	-0.00641	-0.008888	-0.010497	-0.010294
-0.011312	-0.010615	-0.007585	-0.010463	-0.011149	-0.010098	-0.014505
-0.011247	-0.008332	-0.016604	-0.012576	-0.013497	-0.008509	-0.010114
-0.01143	-0.0101	        -0.008376	-0.009045	-0.011974	-0.013355	-0.007233
-0.011589	-0.012733	-0.009838	-0.011163	-0.00882	-0.011712	-0.009565
-0.011475	-0.007274	-0.0108	        -0.007601	-0.009438	-0.011984	-0.009541
-0.011355	-0.00762	-0.012074	-0.014441	-0.014784	-0.00706	-0.009722
-0.012027	-0.009728	-0.010165	-0.008678	-0.007497	-0.010319	-0.010621
-0.011933	-0.008106	-0.005302	-0.017148	-0.007022	-0.011482	-0.01606
-0.01204	-0.005985	-0.012712	-0.010221	-0.011784	-0.008953	-0.011913
-0.011957	-0.011411	-0.011285	-0.013355	-0.015176	-0.012706	-0.008212
-0.012249	-0.011445	-0.010384	-0.007443	-0.011026	-0.008962	-0.012652
-0.012107	-0.011834	-0.008357	-0.014288	-0.010844	-0.009354	-0.010541
-0.012096	-0.009718	-0.007035	-0.011675	-0.009467	-0.012316	-0.012222
-0.012203	-0.011461	-0.012537	-0.012263	-0.012885	-0.013976	-0.012076
-0.012082	-0.016039	-0.009226	-0.00745	-0.015145	-0.014208	-0.012839
-0.011914	-0.008432	-0.008487	-0.010101	-0.011645	-0.012177	-0.00917
-0.012186	-0.008057	-0.012283	-0.007322	-0.011007	-0.009385	-0.006382
-0.012227	-0.009765	-0.009729	-0.014137	-0.008811	-0.013583	-0.015559
-0.012067	-0.009271	-0.012728	-0.009047	-0.013435	-0.011383	-0.011996
-0.012221	-0.004241	-0.006405	-0.012849	-0.008715	-0.015746	-0.012498
-0.012196	-0.01485	-0.008739	-0.006985	-0.010534	-0.007647	-0.013821
-0.012663	-0.011137	-0.0119	        -0.011665	-0.011623	-0.008972	-0.008854
-0.012353	-0.009881	-0.005672	-0.012141	-0.015154	-0.015143	-0.010192
-0.012508	-0.010648	-0.010121	-0.010401	-0.009359	-0.01324	-0.011085
-0.012664	-0.010004	-0.014	        -0.006994	-0.009956	-0.008318	-0.011547
-0.012439	-0.008756	-0.004868	-0.011732	-0.007716	-0.010714	-0.00869
-0.012748	-0.008377	-0.009644	-0.009324	-0.010524	-0.009602	-0.017926
-0.012608	-0.01074	-0.008314	-0.009338	-0.011539	-0.015716	-0.011291
-0.012925	-0.008764	-0.012393	-0.010961	-0.008839	-0.007684	-0.008272
-0.012813	-0.012154	-0.011928	-0.013771	-0.013633	-0.009101	-0.009653
-0.012949	-0.008111	-0.011064	-0.006434	-0.012978	-0.009312	-0.016143
-0.012957	-0.012021	-0.011049	-0.011869	-0.012747	-0.004881	-0.010727
-0.012635	-0.010641	-0.008307	-0.015399	-0.008853	-0.009489	-0.007558
-0.012973	-0.010407	-0.015471	-0.008967	-0.009932	-0.011587	-0.01383
-0.012795	-0.010081	-0.007827	-0.00499	-0.014083	-0.011411	-0.008367
-0.01311	-0.007494	-0.008754	-0.01812	-0.010197	-0.011483	-0.008466
-0.012643	-0.012582	-0.014039	-0.010869	-0.009593	-0.009546	-0.011479
-0.012498	-0.008892	-0.012185	-0.009787	-0.010097	-0.011221	-0.008345
-0.012735	-0.009392	-0.01104	-0.009986	-0.01311	-0.012703	-0.012786
-0.012951	-0.010577	-0.008686	-0.014057	-0.011668	-0.00915	-0.011289
-0.012653	-0.009607	-0.016298	-0.00799	-0.008379	-0.011458	-0.013244
-0.012759	-0.009244	-0.012922	-0.013166	-0.01801	-0.008851	-0.013122
-0.012968	-0.007407	-0.011954	-0.010406	-0.008568	-0.014022	-0.009049
-0.013004	-0.01216	-0.011232	-0.012117	-0.012151	-0.013227	-0.009827
-0.012979	-0.007405	-0.010665	-0.005208	-0.00935	-0.008379	-0.013608
-0.012774	-0.009613	-0.013762	-0.010869	-0.01324	-0.011422	-0.010971
-0.013186	-0.007821	-0.011764	-0.01231	-0.010253	-0.009774	-0.012282
-0.012826	-0.015542	-0.010218	-0.013913	-0.011372	-0.012233	-0.014172
-0.012689	-0.012703	-0.010702	-0.008111	-0.009199	-0.01374	-0.007433
-0.012637	-0.01039	-0.01106	-0.016811	-0.010659	-0.009585	-0.00863
-0.012577	-0.00921	-0.013943	-0.010041	-0.010754	-0.010186	-0.012579
-0.012449	-0.011277	-0.009451	-0.009707	-0.007065	-0.011144	-0.009292
-0.01241	-0.011961	-0.016069	-0.008492	-0.011766	-0.014168	-0.009678
-0.012708	-0.010618	-0.012132	-0.019337	-0.0103	        -0.011104	-0.014925
-0.012681	-0.01278	-0.010221	-0.001744	-0.011147	-0.009078	-0.009443
-0.012529	-0.011614	-0.009334	-0.016106	-0.006328	-0.011802	-0.006758
-0.012528	-0.010738	-0.009338	-0.005604	-0.013827	-0.014366	-0.012343
-0.012633	-0.008193	-0.012687	-0.015904	-0.01402	-0.011966	-0.014045
-0.012313	-0.010581	-0.011274	-0.007542	-0.011446	-0.011475	-0.013163
-0.01223	-0.009855	-0.006398	-0.011986	-0.014324	-0.006557	-0.009416
-0.012409	-0.013029	-0.009779	-0.008058	-0.013853	-0.012757	-0.013695
-0.012698	-0.005906	-0.01132	-0.00976	-0.015608	-0.011568	-0.009884
-0.012149	-0.01367	-0.015644	-0.01349	-0.011691	-0.009943	-0.009828
-0.012282	-0.010471	-0.009712	-0.015488	-0.010081	-0.009911	-0.01459
-0.012465	-0.014336	-0.009445	-0.005942	-0.009706	-0.00814	-0.014508
-0.011998	-0.010564	-0.014042	-0.012574	-0.014386	-0.010834	-0.006618
-0.012339	-0.013585	-0.012354	-0.008433	-0.010687	-0.010821	-0.008178
-0.012249	-0.010923	-0.009558	-0.013477	-0.011748	-0.001265	-0.011754
-0.012259	-0.011799	-0.008295	-0.007942	-0.009454	-0.013682	-0.009295
-0.012134	-0.009944	-0.01532	-0.012469	-0.011636	-0.011082	-0.013212
-0.012083	-0.01289	-0.016464	-0.009996	-0.015805	-0.012513	-0.011288
-0.012301	-0.011956	-0.010666	-0.01614	-0.008571	-0.008928	-0.005969
-0.012034	-0.005163	-0.013928	-0.002945	-0.011383	-0.009772	-0.010129
-0.012323	-0.007836	-0.007881	-0.010025	-0.011408	-0.017179	-0.009803
-0.012605	-0.013909	-0.00933	-0.011585	-0.017356	-0.01876	-0.010607
-0.012727	-0.013883	-0.011223	-0.013043	-0.008684	-0.012035	-0.011809
-0.012154	-0.007613	-0.007129	-0.009247	-0.00937	-0.012194	-0.010213
-0.012261	-0.013283	-0.011883	-0.01376	-0.012449	-0.015281	-0.010024
-0.012208	-0.011185	-0.012925	-0.010338	-0.00924	-0.015375	-0.012423
-0.012307	-0.008724	-0.009808	-0.010021	-0.008522	-0.006537	-0.01206
-0.012297	-0.011031	-0.007639	-0.004883	-0.012873	-0.010923	-0.011777
-0.0121	        -0.011968	-0.013894	-0.01534	-0.011666	-0.012977	-0.010316
-0.012322	-0.012268	-0.014806	-0.010136	-0.011699	-0.013566	-0.010437
-0.012176	-0.00635	-0.008629	-0.012696	-0.012969	-0.010222	-0.010008
-0.011994	-0.014253	-0.011984	-0.009323	-0.010364	-0.006005	-0.01132
-0.012069	-0.011959	-0.015605	-0.017775	-0.010865	-0.012885	-0.015869
-0.012416	-0.01251	-0.012113	-0.011141	-0.014095	-0.011448	-0.011873
-0.012254	-0.009277	-0.012908	-0.01018	-0.011071	-0.010883	-0.00952
-0.011943	-0.01241	-0.005621	-0.006967	-0.007347	-0.010621	-0.011834
-0.012041	-0.010345	-0.013952	-0.015948	-0.008551	-0.008336	-0.009287
-0.012122	-0.01819	-0.015462	-0.009388	-0.008975	-0.013018	-0.012441
-0.012218	-0.012019	-0.012828	-0.008573	-0.011192	-0.013345	-0.010425
-0.011921	-0.016161	-0.007935	-0.008781	-0.00803	-0.012371	-0.012555
-0.01208	-0.013389	-0.009515	-0.014359	-0.011864	-0.005705	-0.009204
-0.012182	-0.01008	-0.014106	-0.01151	-0.008163	-0.009199	-0.011351
-0.012298	-0.00866	-0.008528	-0.010387	-0.0138	        -0.009557	-0.016611
-0.012324	-0.006972	-0.009194	-0.00991	-0.010495	-0.011579	-0.012357
-0.012322	-0.012303	-0.015372	-0.01396	-0.012474	-0.00855	-0.011061
-0.012255	-0.008609	-0.008858	-0.008972	-0.014265	-0.009216	-0.010655
-0.011701	-0.01177	-0.012123	-0.011665	-0.008339	-0.015147	-0.011479
-0.012134	-0.008176	-0.008317	-0.01061	-0.009296	-0.011415	-0.009289
-0.012087	-0.011386	-0.013458	-0.009873	-0.00651	-0.008909	-0.010974
-0.012282	-0.009927	-0.01307	-0.008436	-0.010461	-0.013661	-0.011044
-0.012109	-0.01037	-0.008806	-0.010552	-0.008479	-0.015417	-0.010196
-0.012519	-0.013125	-0.010518	-0.007517	-0.014712	-0.011704	-0.014094
-0.012429	-0.010261	-0.00914	-0.008834	-0.015041	-0.009349	-0.014988
-0.012413	-0.009273	-0.011652	-0.008328	-0.014773	-0.010925	-0.011501
-0.01256	-0.010541	-0.01172	-0.012635	-0.010855	-0.008564	-0.012356
-0.012611	-0.012671	-0.009988	-0.012949	-0.014657	-0.009117	-0.011612
-0.012381	-0.011939	-0.016763	-0.00886	-0.011144	-0.009531	-0.011522
-0.012325	-0.007697	-0.006336	-0.011135	-0.009465	-0.01462	-0.008222
-0.012428	-0.00917	-0.012245	-0.013829	-0.011611	-0.012668	-0.010954
-0.012177	-0.010698	-0.007782	-0.010324	-0.011149	-0.014017	-0.010954
-0.01226	-0.013569	-0.010111	-0.012717	-0.012319	-0.007753	-0.008568
-0.012151	-0.007958	-0.013572	-0.007643	-0.00726	-0.009578	-0.013586
-0.012359	-0.010423	-0.011992	-0.011832	-0.011499	-0.010907	-0.010575
-0.012404	-0.011135	-0.009597	-0.008748	-0.010162	-0.00889	-0.008444
-0.012482	-0.011886	-0.010296	-0.012814	-0.013402	-0.014158	-0.010057
-0.01246	-0.007275	-0.011808	-0.011765	-0.005616	-0.009113	-0.010124
-0.012686	-0.015647	-0.011981	-0.007111	-0.015671	-0.009387	-0.013056
-0.012308	-0.009385	-0.011364	-0.009003	-0.010866	-0.011	        -0.009528
-0.012335	-0.009177	-0.016431	-0.011749	-0.018536	-0.013659	-0.014597
-0.01236	-0.010021	-0.010797	-0.008452	-0.008761	-0.01239	-0.013346
-0.012495	-0.0133	-0.00961	-0.009554	-0.014337	-0.008951	-0.007921
-0.012443	-0.016044	-0.007984	-0.009991	-0.010805	-0.007112	-0.015177
-0.012223	-0.009056	-0.015258	-0.013841	-0.010635	-0.011775	-0.01106
-0.012402	-0.009991	-0.01377	-0.007687	-0.011282	-0.013229	-0.011668
-0.012326	-0.014396	-0.007399	-0.013001	-0.01065	-0.008399	-0.008665
-0.012413	-0.014111	-0.008768	-0.009674	-0.009865	-0.013449	-0.008533
-0.012438	-0.004832	-0.011015	-0.010473	-0.007651	-0.011469	-0.012319
-0.012538	-0.010744	-0.012744	-0.00652	-0.015587	-0.013006	-0.013557
-0.012197	-0.011524	-0.012708	-0.012134	-0.009334	-0.012468	-0.013899
-0.012548	-0.012243	-0.006896	-0.007417	-0.008002	-0.007364	-0.013262
-0.012286	-0.007248	-0.009817	-0.010234	-0.004228	-0.012582	-0.006811
-0.011975	-0.013447	-0.012435	-0.011987	-0.014364	-0.008098	-0.011174
-0.012351	-0.01032	-0.01414	-0.013505	-0.013446	-0.015133	-0.012794
-0.012358	-0.011409	-0.006616	-0.0063	-0.007113	-0.015316	-0.014285
-0.012164	-0.0104	-0.011565	-0.014164	-0.011611	-0.007652	-0.012639
-0.012334	-0.013018	-0.013168	-0.007715	-0.0139	-0.016055	-0.011518
-0.012352	-0.012577	-0.012506	-0.009195	-0.012197	-0.01073	-0.009602
-0.012334	-0.012143	-0.009003	-0.008218	-0.008985	-0.012311	-0.010563
-0.012446	-0.012451	-0.005791	-0.014387	-0.012321	-0.009418	-0.013547
-0.012576	-0.011224	-0.013822	-0.00533	-0.012422	-0.011449	-0.013568
-0.012592	-0.013608	-0.010705	-0.014529	-0.012338	-0.013593	-0.008404
-0.012293	-0.009576	-0.009998	-0.008921	-0.006944	-0.014842	-0.012416
-0.012448	-0.008759	-0.012059	-0.014562	-0.01329	-0.010752	-0.008247
-0.01258	-0.006519	-0.011907	-0.008856	-0.011163	-0.01409	-0.011055
-0.012402	-0.014042	-0.009825	-0.016042	-0.013666	-0.006961	-0.016147
-0.012179	-0.009878	-0.00703	-0.010552	-0.011053	-0.010581	-0.010596
-0.012126	-0.006046	-0.010329	-0.011412	-0.01365	-0.011533	-0.009787
-0.012233	-0.010857	-0.010696	-0.01255	-0.014143	-0.006983	-0.009335
-0.012219	-0.01114	-0.01414	-0.011692	-0.00758	-0.013485	-0.015703
-0.012325	-0.009947	-0.006445	-0.007426	-0.013882	-0.006515	-0.011307
-0.012663	-0.012633	-0.008252	-0.012977	-0.007458	-0.00722	-0.01162
-0.012683	-0.010566	-0.013719	-0.010353	-0.015132	-0.009322	-0.00979
-0.01247	-0.012497	-0.012325	-0.012301	-0.005101	-0.010399	-0.00714
-0.012321	-0.010343	-0.003823	-0.010899	-0.01654	-0.012779	-0.004347
-0.012684	-0.013285	-0.010998	-0.016166	-0.012777	-0.010438	-0.013475
-0.012268	-0.011448	-0.006987	-0.011187	-0.012712	-0.003754	-0.010881
-0.012308	-0.012586	-0.012811	-0.009929	-0.007809	-0.011628	-0.010955
-0.012293	-0.015588	-0.009861	-0.013551	-0.011118	-0.013636	-0.013699
-0.012198	-0.011213	-0.0076	-0.007965	-0.012193	-0.013105	-0.007841
-0.012256	-0.007879	-0.011002	-0.008266	-0.006953	-0.009032	-0.01165
-0.012374	-0.007806	-0.010778	-0.01542	-0.008699	-0.007291	-0.01607
-0.012511	-0.013088	-0.00818	-0.011628	-0.012941	-0.013374	-0.007975
-0.012334	-0.007145	-0.007917	-0.013712	-0.013731	-0.012053	-0.007352
-0.012612	-0.010961	-0.008942	-0.011214	-0.007336	-0.006128	-0.007867
-0.012735	-0.010232	-0.011646	-0.015724	-0.010359	-0.015463	-0.01155
-0.012757	-0.013382	-0.005963	-0.011659	-0.011462	-0.01542	-0.013097
-0.012769	-0.01118	-0.012429	-0.012554	-0.010556	-0.012453	-0.01074
-0.012685	-0.010647	-0.013483	-0.01681	-0.007401	-0.012749	-0.012165
-0.012853	-0.012562	-0.01016	-0.011311	-0.011798	-0.009182	-0.011811
-0.012988	-0.015454	-0.008833	-0.0081	-0.014194	-0.016666	-0.010013
-0.012671	-0.011761	-0.008073	-0.014429	-0.01133	-0.010594	-0.011612
-0.012591	-0.01308	-0.013444	-0.012864	-0.006036	-0.008486	-0.009285
-0.012834	-0.006885	-0.010495	-0.010959	-0.006933	-0.01227	-0.010625
-0.012843	-0.013012	-0.01088	-0.011852	-0.009548	-0.006762	-0.011725
-0.012643	-0.013895	-0.011067	-0.017565	-0.008663	-0.011316	-0.0126
-0.012975	-0.006497	-0.013289	-0.009528	-0.012114	-0.010145	-0.010248
-0.012805	-0.012533	-0.013112	-0.009374	-0.009991	-0.004315	-0.008836
-0.012368	-0.011213	-0.026644	-0.010738	-0.013535	-0.011926	-0.010414
-0.012524	-0.012655	-0.013772	-0.01314	-0.008394	-0.016512	-0.010764
-0.012606	-0.011342	-0.007	-0.009202	-0.01221	-0.010876	-0.012895
-0.012644	-0.014475	-0.01552	-0.010889	-0.01075	-0.010374	-0.006968
-0.012555	-0.010747	-0.011066	-0.009977	-0.007407	-0.016108	-0.007231
-0.012621	-0.014067	-0.007324	-0.014168	-0.012741	-0.0097	-0.011819
-0.012633	-0.011724	-0.01248	-0.006845	-0.00907	-0.011332	-0.007543
-0.012285	-0.010158	-0.009649	-0.012562	-0.006687	-0.006883	-0.012003
-0.012227	-0.012099	-0.010492	-0.013557	-0.005378	-0.009702	-0.013549
-0.012169	-0.011255	-0.012845	-0.008303	-0.012043	-0.012563	-0.009989
-0.012027	-0.008413	-0.009164	-0.010691	-0.006984	-0.008863	-0.010031
-0.011874	-0.010871	-0.011298	-0.010669	-0.015402	-0.008132	-0.012593
-0.011945	-0.015537	-0.009127	-0.011673	-0.008107	-0.012766	-0.011636
-0.012187	-0.007772	-0.013053	-0.006467	-0.012721	-0.013352	-0.011659
-0.011644	-0.010161	-0.015135	-0.010919	-0.016915	-0.008478	-0.015801
-0.011817	-0.01257	-0.009189	-0.008785	-0.010604	-0.00662	-0.004947
-0.011917	-0.009831	-0.006366	-0.009977	-0.009236	-0.011338	-0.011488
-0.011995	-0.009255	-0.007975	-0.009832	-0.012054	-0.014439	-0.011524
-0.011551	-0.014149	-0.016445	-0.012291	-0.017033	-0.011514	-0.01059
-0.011856	-0.009959	-0.01003	-0.008734	-0.00716	-0.010995	-0.012232
-0.011861	-0.013653	-0.005613	-0.012603	-0.009429	-0.004135	-0.011944
-0.011674	-0.013818	-0.010272	-0.014032	-0.01296	-0.015134	-0.012476
-0.011679	-0.008814	-0.010311	-0.012017	-0.011402	-0.011153	-0.008601
-0.011903	-0.011473	-0.009999	-0.005972	-0.007822	-0.00804	-0.015408
-0.011874	-0.010848	-0.006841	-0.009638	-0.008797	-0.01025	-0.011726
-0.011766	-0.012023	-0.011831	-0.014681	-0.016588	-0.013316	-0.007748
-0.011973	-0.010025	-0.012157	-0.00842	-0.007275	-0.012949	-0.015633
-0.012252	-0.012288	-0.008776	-0.011432	-0.010629	-0.006424	-0.011145
-0.011938	-0.008526	-0.009137	-0.009537	-0.010716	-0.014268	-0.00955
-0.011786	-0.013373	-0.006576	-0.01204	-0.013892	-0.014893	-0.015113
-0.011733	-0.006456	-0.015193	-0.007772	-0.008479	-0.009531	-0.010794
-0.011614	-0.010205	-0.008963	-0.012059	-0.007206	-0.007194	-0.008621
-0.011474	-0.008772	-0.008247	-0.008741	-0.012829	-0.014639	-0.013269
-0.01155	-0.010565	-0.010474	-0.010706	-0.006624	-0.012287	-0.011291
-0.01147	-0.006281	-0.00978	-0.008518	-0.009398	-0.01388	-0.01054
-0.011751	-0.014216	-0.008812	-0.013889	-0.009943	-0.009242	-0.010766
-0.011501	-0.013829	-0.008271	-0.008145	-0.013052	-0.007264	-0.011585
-0.011407	-0.011605	-0.012048	-0.009868	-0.00999	-0.011261	-0.005557
-0.011596	-0.007784	-0.019333	-0.008278	-0.008983	-0.014855	-0.012605
-0.011482	-0.009188	-0.009896	-0.012149	-0.011892	-0.009301	-0.012915
-0.011185	-0.00912	-0.01172	-0.005004	-0.012662	-0.010081	-0.010729
-0.011243	-0.008026	-0.015469	-0.013672	-0.009881	-0.010868	-0.012435
-0.011106	-0.014618	-0.011625	-0.013244	-0.008683	-0.013811	-0.009345
-0.010923	-0.010762	-0.012153	-0.011285	-0.013376	-0.011335	-0.008572
-0.010971	-0.010979	-0.007651	-0.010811	-0.005324	-0.009407	-0.011196
-0.0112	-0.007362	-0.01196	-0.012555	-0.012585	-0.012399	-0.011657
-0.011248	-0.012956	-0.012633	-0.010594	-0.010334	-0.009634	-0.011069
-0.011274	-0.012197	-0.013585	-0.008172	-0.016002	-0.01441	-0.00921
-0.011364	-0.01626	-0.01019	-0.010083	-0.006329	-0.012121	-0.011146
-0.011222	-0.005717	-0.005907	-0.010935	-0.013017	-0.008732	-0.01016
-0.011276	-0.008898	-0.011816	-0.009929	-0.010227	-0.012723	-0.011496
-0.011158	-0.012728	-0.009023	-0.006174	-0.01451	-0.01185	-0.012696
-0.011341	-0.008909	-0.00824	-0.015453	-0.012022	-0.007537	-0.010491
-0.0115	-0.008591	-0.008711	-0.009723	-0.008954	-0.014285	-0.00939
-0.011789	-0.007613	-0.01175	-0.009159	-0.015737	-0.011618	-0.011518
-0.011717	-0.013505	-0.011727	-0.011359	-0.008324	-0.010309	-0.011246
-0.011918	-0.009657	-0.009097	-0.012864	-0.015346	-0.004667	-0.010255
-0.01174	-0.012642	-0.013113	-0.011258	-0.00983	-0.012215	-0.013963
-0.011735	-0.005981	-0.013733	-0.009996	-0.012608	-0.009618	-0.007954
-0.011609	-0.017689	-0.011048	-0.00996	-0.009007	-0.012132	-0.005641
-0.011843	-0.012205	-0.01255	-0.013926	-0.013017	-0.008735	-0.013116
-0.011697	-0.008169	-0.004415	-0.00762	-0.008808	-0.01178	-0.013795
-0.01159	-0.007286	-0.009875	-0.011004	-0.00888	-0.008057	-0.004226
-0.011917	-0.010843	-0.012075	-0.013279	-0.012713	-0.012409	-0.016641
-0.012044	-0.014643	-0.012737	-0.011414	-0.009987	-0.011046	-0.007244
-0.011881	-0.006949	-0.010116	-0.008463	-0.011291	-0.010117	-0.006213
-0.01194	-0.011977	-0.008185	-0.013149	-0.010157	-0.015213	-0.009731
-0.011826	-0.010397	-0.015965	-0.009054	-0.010071	-0.009916	-0.012431
-0.011964	-0.010918	-0.013009	-0.012291	-0.009876	-0.015636	-0.010129
-0.01168	-0.008405	-0.007761	-0.005568	-0.009772	-0.009564	-0.010724
-0.011693	-0.015219	-0.01061	-0.012253	-0.009207	-0.008559	-0.008507
-0.011996	-0.009627	-0.007413	-0.010675	-0.008937	-0.012687	-0.00815
-0.011706	-0.009901	-0.015168	-0.009266	-0.01276	-0.00894	-0.009217
-0.011806	-0.008304	-0.00855	-0.006022	-0.009669	-0.009254	-0.016926
-0.012037	-0.014497	-0.009815	-0.012358	-0.011524	-0.015213	-0.01348
-0.012218	-0.015101	-0.012607	-0.006847	-0.012432	-0.008809	-0.01126
-0.011783	-0.011466	-0.007467	-0.011849	-0.012415	-0.01425	-0.00935
-0.012044	-0.01032	-0.010729	-0.008699	-0.009804	-0.00918	-0.011735
-0.012082	-0.012806	-0.009002	-0.011546	-0.007169	-0.009024	-0.008715
-0.011929	-0.012205	-0.013427	-0.007768	-0.014966	-0.014514	-0.01354
-0.011569	-0.009025	-0.009198	-0.010632	-0.007724	-0.010894	-0.014912
-0.011866	-0.011794	-0.008747	-0.009528	-0.014966	-0.004961	-0.009098
-0.012013	-0.008922	-0.012371	-0.008733	-0.009699	-0.010661	-0.010631
-0.011804	-0.01682	-0.013616	-0.012908	-0.012818	-0.011905	-0.009846
-0.011712	-0.011169	-0.012823	-0.015592	-0.009513	-0.0114	-0.011788
-0.012008	-0.007071	-0.008694	-0.010849	-0.011163	-0.009923	-0.015672
-0.011973	-0.011167	-0.010948	-0.008817	-0.013228	-0.008943	-0.009079
-0.011806	-0.012837	-0.009806	-0.009831	-0.006069	-0.018051	-0.006677
-0.011637	-0.009117	-0.007868	-0.011452	-0.013202	-0.007206	-0.008662
-0.012125	-0.006091	-0.009657	-0.012267	-0.011947	-0.011555	-0.011512
-0.01193	-0.015544	-0.013014	-0.012527	-0.011079	-0.010119	-0.009227
-0.011692	-0.010499	-0.010078	-0.015254	-0.007912	-0.009014	-0.014439
-0.011717	-0.014044	-0.012149	-0.010209	-0.012218	-0.011791	-0.012956
-0.011919	-0.010887	-0.003187	-0.009854	-0.014384	-0.011249	-0.009492
-0.011655	-0.015428	-0.013949	-0.013271	-0.009614	-0.005834	-0.010511
-0.011664	-0.007035	-0.014604	-0.012887	-0.013015	-0.008474	-0.01631
-0.012113	-0.012478	-0.011181	-0.009472	-0.011637	-0.013108	-0.010118
-0.012018	-0.006128	-0.011617	-0.010169	-0.013875	-0.010477	-0.011511
-0.011877	-0.012298	-0.009516	-0.008327	-0.009774	-0.008292	-0.011708
-0.011724	-0.013606	-0.014147	-0.011369	-0.015161	-0.012382	-0.008257
-0.012055	-0.011033	-0.01275	-0.009054	-0.01064	-0.007148	-0.012183
-0.01185	-0.007457	-0.010935	-0.01241	-0.010178	-0.013898	-0.011598
-0.011769	-0.00949	-0.015846	-0.006966	-0.006144	-0.011455	-0.010917
-0.011825	-0.01168	-0.009899	-0.01108	-0.010934	-0.006544	-0.010461
-0.011682	-0.009789	-0.009392	-0.007199	-0.011454	-0.013528	-0.008024
-0.011811	-0.010578	-0.007485	-0.015429	-0.006309	-0.0091	-0.006591
-0.011846	-0.009616	-0.010799	-0.010131	-0.010137	-0.00691	-0.013774
-0.012388	-0.014563	-0.012265	-0.011802	-0.013276	-0.010055	-0.013609
-0.012173	-0.007033	-0.012577	-0.00692	-0.016899	-0.008031	-0.01113
-0.012318	-0.012204	-0.009771	-0.012534	-0.007246	-0.013257	-0.009942
-0.01259	-0.007538	-0.009409	-0.010395	-0.014141	-0.014327	-0.010517
-0.01268	-0.011304	-0.019169	-0.008746	-0.014769	-0.006804	-0.00873
-0.012197	-0.011725	-0.012889	-0.008395	-0.013746	-0.008171	-0.013784
-0.012288	-0.005895	-0.012581	-0.013285	-0.008531	-0.015836	-0.016731
-0.012625	-0.012844	-0.010692	-0.006403	-0.014675	-0.007147	-0.013681
-0.012391	-0.009901	-0.013058	-0.012639	-0.012837	-0.010621	-0.011429
-0.012295	-0.013714	-0.015419	-0.009239	-0.00894	-0.008286	-0.01273
-0.012552	-0.008675	-0.007607	-0.010238	-0.011585	-0.018552	-0.008381
-0.012559	-0.010949	-0.013312	-0.007644	-0.009095	-0.007948	-0.008893
